sys_loc_code,loc_desc,sample_date,matrix_code,lab_name_code,analytic_method,fraction,cas_rn,chemical_name,report_result_value,report_result_unit,validator_qualifiers,lab_qualifiers,longitude,latitude
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,2510,N,139,Specific Conductance,1242,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,761,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,10,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,3.48,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,183,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,11.35,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-P-G,T,1476,"Phosphorus, orthophosphate as P",0.02,mg/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.05,mg/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,189,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,5310-B,N,89,"Carbon, organic",7.34,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,30,cfu/100ml,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,I1586,N,1,pH,8.64,pH,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,12/19/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,180.1,N,514,Turbidity,77,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,2510,N,139,Specific Conductance,1242,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,726,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,15,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,2.61,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,157,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,11.35,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.07,mg/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,175,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,5310-B,N,89,"Carbon, organic",8.9,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,10,cfu/100ml,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,I1586,N,1,pH,8.79,pH,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,2/21/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,180.1,N,514,Turbidity,14.94,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,2510,N,139,Specific Conductance,1238,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,660,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,18,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,15.62,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,172,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.2,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.03,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,8.59,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.19,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,187,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,5310-B,N,89,"Carbon, organic",6.52,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,290,cfu/100ml,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,I1586,N,1,pH,8.26,pH,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,5/16/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,180.1,N,514,Turbidity,12.82,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,2510,N,139,Specific Conductance,951.49,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,646,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,20,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,18.91,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,148,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.16,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.03,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1.1,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,4.82,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.15,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,129,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,5310-B,N,89,"Carbon, organic",8.69,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,840,cfu/100ml,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,I1586,N,1,pH,7.87,pH,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,6/20/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,19000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,7500,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,120000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,97000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,450,ug/L,,B,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,100,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,3,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,1,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,13,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,2.3,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.2,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,1.7,ug/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,1,ug/L,U,JB,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,23,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,4.9,ug/L,U,JB,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,1.6,ug/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,2,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",160,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",160,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),320,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,21000,ug/L,,B,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,9000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,99000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,130000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,100,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,1000,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,1,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,6.5,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,2.3,ug/L,,B,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.022,ug/L,U,JB,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,2.2,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,0.49,ug/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,19,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,3.3,ug/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,1.2,ug/L,,J,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,2.7,ug/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,3,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",180,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",180,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),340,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,9/19/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,DEH,180.1,N,514,Turbidity,22.91,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,DEH,2510,N,139,Specific Conductance,1196.2,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,721,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,38,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,23.01,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,184,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,7.08,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.13,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,7/18/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,184,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,180.1,N,514,Turbidity,10.54,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,2510,N,139,Specific Conductance,1208.2,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,727,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,21,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,11.7,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,199,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.03,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,9.16,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.1,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,185,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,5310-B,N,89,"Carbon, organic",6.59,mg/l,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,90,cfu/100ml,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,I1586,N,1,pH,8.42,pH,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,10/17/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,DEH,180.1,N,514,Turbidity,14.52,ntu,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,DEH,2510,N,139,Specific Conductance,1218.2,umhos/cm,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,716,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,17,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,7.09,C,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,198,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.02,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,9.65,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.09,mg/L,,,-104.869066,39.662205
E102,Cherry Creek upstream of the drop structure at Cornell,3/20/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,173,mg/L,,,-104.869066,39.662205
