sys_loc_code,loc_desc,sample_date,matrix_code,lab_name_code,analytic_method,fraction,cas_rn,chemical_name,report_result_value,report_result_unit,validator_qualifiers,lab_qualifiers,longitude,latitude
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,15000,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,2500,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,39000,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,56000,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,22,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,120,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,1,ug/L,U,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,26,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,0.35,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,0.53,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,4.9,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,4.2,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,1.7,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",120,mg/l,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,U,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",120,mg/l,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),200,mg/l,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,180.1,N,514,Turbidity,1.76,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,2510,N,139,Specific Conductance,973,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,538,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,6,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,13.94,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,124,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.6,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,9.63,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.03,mg/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,137,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,5310-B,N,89,"Carbon, organic",4.44,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,10,cfu/100ml,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,I1586,N,1,pH,8.34,pH,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,25000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,3300,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,67000,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,99000,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,86,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,31,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,1,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,0.78,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,0.48,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,9,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,10,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,1.7,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,11,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",200,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",200,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),350,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,180.1,N,514,Turbidity,1.65,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,2510,N,139,Specific Conductance,870.12,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,18.78,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,8.44,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,I1586,N,1,pH,8.47,pH,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,8/1/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,180.1,N,514,Turbidity,3.25,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,2510,N,139,Specific Conductance,660.88,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,335,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,4,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,3.81,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,75,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.2,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,11.35,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.01,mg/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,73,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,5310-B,N,89,"Carbon, organic",10.6,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,390,cfu/100ml,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,I1586,N,1,pH,8.33,pH,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,1/10/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,14000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,3900,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,55000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,130,ug/L,U,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,1500,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,41000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,1.3,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,1,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,4.4,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,1.9,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,0.11,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,5.5,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,0.66,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,1,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,2.6,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,0.94,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",110,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",110,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),200,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/25/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,180.1,N,514,Turbidity,10.25,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,2510,N,139,Specific Conductance,773.29,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,15.48,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,8.48,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,I1586,N,1,pH,8.04,pH,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,5/9/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,6/6/2018,WS,DEH,180.1,N,514,Turbidity,4.93,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,6/6/2018,WS,DEH,2510,N,139,Specific Conductance,799.09,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,6/6/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,19.75,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,6/6/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,7.77,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,6/6/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,180.1,N,514,Turbidity,0.4,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,2510,N,139,Specific Conductance,886.55,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,21.2,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,7.6,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,I1586,N,1,pH,8.37,pH,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,7/11/2018,WS,DEH,Visual/Manual,N,348,Oil and Grease,,,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7439-95-4,Magnesium,21000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7439-98-7,Molybdenum,20,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7440-09-7,Potassium,4300,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7440-23-5,Sodium,63000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7440-70-2,Calcium,81000,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),T,7439-89-6,Iron,130,ug/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.7(W),D,7439-89-6,Iron,100,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),T,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),T,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7439-92-1,Lead,1,ug/L,U,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7439-96-5,Manganese,0.97,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-02-0,Nickel,1.2,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-22-4,Silver,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-38-2,Arsenic,2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-43-9,Cadmium,0.2,ug/L,U,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-47-3,Chromium,3,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-50-8,Copper,0.83,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-61-1,Uranium,11,ug/L,,B,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7440-66-6,Zinc,2,ug/L,U,JB,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,200.8(W),D,7782-49-2,Selenium,2,ug/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,2320-B,T,16,"Alkalinity, Bicarbonate as CaCO3",170,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,2320-B,T,17,"Alkalinity, Carbonate as CaCO3",5,mg/l,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,2320-B,T,ALK,"ALKALINITY, TOTAL (AS CACO3)",170,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,2340,T,HARD,HARDNESS (AS CACO3),290,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,4/11/2018,WS,TESTAMERICA,245.1,T,7439-97-6,Mercury,0.2,ug/L,,U,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,180.1,N,514,Turbidity,0,ntu,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,2510,N,139,Specific Conductance,924.81,umhos/cm,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,2540-C,T,TDS,Total Dissolved Solids,571,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,2540-D,T,TSS,Total Suspended Solids,4,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,2550,N,TEMP,TEMPERATURE,12.02,C,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-CL(E),N,16887-00-6,Chloride,121,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-NH3(H),T,7664-41-7,"NITROGEN, AMMONIA (AS N)",0.1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-NO2(B),T,14797-65-0,"Nitrogen, Nitrite",0.01,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-NO3(I),T,14797-55-8,"Nitrogen, Nitrate",0.5,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-NOR(C),T,333,"Nitrogen, Kjeldahl",1,mg/L,,<,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,4500-O-G,D,201,Dissolved Oxygen,8.87,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-P-H,T,7723-14-0,Phosphorus,0.03,mg/L,,J,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,4500-SO4(G),N,14808-79-8,Sulfate,125,mg/L,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,5310-B,N,89,"Carbon, organic",6.05,mg/l,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,WASTEWATER,9222-D,N,ECOLI,E.Coli,60,cfu/100ml,,,-105.013447,39.649827
BC21,Bear Creek - South Platte Confluence,10/24/2018,WS,DEH,I1586,N,1,pH,8.36,pH,,,-105.013447,39.649827
